Date,Price
08/21/2019,91.18
08/20/2019,90.07
08/19/2019,90.81
08/16/2019,89.63
08/15/2019,88.81
08/14/2019,88.15
08/13/2019,91.22
08/12/2019,89.25
08/09/2019,90.38
08/08/2019,91.64
08/07/2019,89.67
08/06/2019,89.39
08/05/2019,88.26
08/02/2019,91.16
08/01/2019,92.77
07/31/2019,93.34
07/30/2019,94.93
07/29/2019,95.62
07/26/2019,97.15
07/25/2019,98.69
07/24/2019,100.04
07/23/2019,99.72
07/22/2019,99.28
07/19/2019,98.23
07/18/2019,98.89
07/17/2019,99.6
07/16/2019,100.5
07/15/2019,101.05
07/12/2019,100.55
07/11/2019,100.05
07/10/2019,100.87
07/09/2019,99.42
07/08/2019,97.62
07/05/2019,97.15
07/03/2019,96.95
07/02/2019,96.72
07/01/2019,96.11
06/28/2019,94.68
06/27/2019,95.21
06/26/2019,94.89
06/25/2019,93.91
06/24/2019,95.69
06/21/2019,95.56
06/20/2019,95.91
06/19/2019,95.44
06/18/2019,95.07
06/17/2019,94.3
06/14/2019,93.48
06/13/2019,93.52
06/12/2019,92.77
06/11/2019,93.19
06/10/2019,93.03
06/07/2019,90.2
06/06/2019,87.72
06/05/2019,86.92
06/04/2019,86.48
06/03/2019,84.63
05/31/2019,88.75
05/30/2019,90.82
05/29/2019,90.96
05/28/2019,91.82
05/24/2019,91.16
05/23/2019,90.77
05/22/2019,92.98
05/21/2019,92.88
05/20/2019,92.95
05/17/2019,93.45
05/16/2019,95.38
05/15/2019,93.56
05/14/2019,92.01
05/13/2019,91.13
05/10/2019,94.5
05/09/2019,94.99
05/08/2019,95.89
05/07/2019,96.05
05/06/2019,97.53
05/03/2019,98.12
05/02/2019,95.04
05/01/2019,95.58
04/30/2019,96.33
04/29/2019,96.92
04/26/2019,97.53
04/25/2019,95.11
04/24/2019,95.09
04/23/2019,96.19
04/22/2019,94.37
04/18/2019,93.08
04/17/2019,93.24
04/16/2019,93.15
04/15/2019,92.24
04/12/2019,92.15
04/11/2019,92.2
04/10/2019,92.37
04/09/2019,91.79
04/08/2019,92.49
04/05/2019,91.86
04/04/2019,90.94
04/03/2019,91.03
04/02/2019,90.7
04/01/2019,90.71
03/29/2019,89.04
03/28/2019,88.67
03/27/2019,88.28
03/26/2019,89.19
