Date,Price
08/20/2019,54.78
08/19/2019,54.74
08/16/2019,54.38
08/15/2019,54.29
08/14/2019,53.74
08/13/2019,53.91
08/12/2019,53.86
08/09/2019,54.12
08/08/2019,53.8
08/07/2019,53.22
08/06/2019,52.85
08/05/2019,52.01
08/02/2019,52.85
08/01/2019,52.56
07/31/2019,51.79
07/30/2019,52.35
07/29/2019,52.84
07/26/2019,52.29
07/25/2019,51.91
07/24/2019,52.52
07/23/2019,51.83
07/22/2019,52.34
07/19/2019,52.43
07/18/2019,53.09
07/17/2019,52.48
07/16/2019,51.97
07/15/2019,52.21
07/12/2019,52.18
07/11/2019,52.6
07/10/2019,52.37
07/09/2019,52.04
07/08/2019,52.28
07/05/2019,52.03
07/03/2019,52.18
07/02/2019,51.91
07/01/2019,51.01
06/28/2019,51.22
06/27/2019,51.14
06/26/2019,50.77
06/25/2019,51.55
06/24/2019,52.05
06/21/2019,51.89
06/20/2019,51.59
06/19/2019,51.56
06/18/2019,51.35
06/17/2019,51.59
06/14/2019,51.74
06/13/2019,51.19
06/12/2019,51.14
06/11/2019,50.49
06/10/2019,50.85
06/07/2019,51.1
06/06/2019,51.44
06/05/2019,51.16
06/04/2019,49.84
06/03/2019,49.9
05/31/2019,49.55
05/30/2019,49.73
05/29/2019,49.68
05/28/2019,50.29
05/24/2019,50.84
05/23/2019,50.88
05/22/2019,50.48
05/21/2019,49.73
05/20/2019,49.84
05/17/2019,49.74
05/16/2019,49.28
05/15/2019,48.72
05/14/2019,48.73
05/13/2019,48.73
05/10/2019,47.94
05/09/2019,47.15
05/08/2019,46.97
05/07/2019,47.44
05/06/2019,47.73
05/03/2019,48.1
05/02/2019,47.93
05/01/2019,48.32
04/30/2019,48.61
04/29/2019,47.94
04/26/2019,47.93
04/25/2019,47.62
04/24/2019,47.52
04/23/2019,47.45
04/22/2019,47.59
04/18/2019,47.34
04/17/2019,47.41
04/16/2019,47.38
04/15/2019,47.79
04/12/2019,47.71
04/11/2019,47.51
04/10/2019,47.16
04/09/2019,47.43
04/08/2019,47.16
04/05/2019,47.52
04/04/2019,47.1
04/03/2019,47.33
04/02/2019,47.37
04/01/2019,47.62
03/29/2019,48.33
03/28/2019,47.98
03/27/2019,48.48
03/26/2019,48.75
03/25/2019,48.4
03/22/2019,48.48
03/21/2019,47.98
03/20/2019,47.47
03/19/2019,47.12
03/18/2019,47.72
03/15/2019,47.81
03/14/2019,47.74
03/13/2019,47.74
03/12/2019,47.72
03/11/2019,47.38
03/08/2019,47.17
03/07/2019,46.98
03/06/2019,46.89
03/05/2019,47.08
03/04/2019,47.06
03/01/2019,46.89
02/28/2019,46.93
02/27/2019,46.7
02/26/2019,47.06
02/25/2019,46.97
02/22/2019,47.03
02/21/2019,46.64
02/20/2019,46.41
02/19/2019,46.34
02/15/2019,46.01
02/14/2019,45.65
02/13/2019,45.71
02/12/2019,45.82
02/11/2019,45.75
02/08/2019,45.75
02/07/2019,45.34
02/06/2019,44.52
02/05/2019,44.54
02/04/2019,44.52
02/01/2019,44.45
01/31/2019,44.74
01/30/2019,43.4
01/29/2019,43.22
01/28/2019,43.12
01/25/2019,43.55
01/24/2019,45.07
01/23/2019,44.84
01/22/2019,44.34
01/18/2019,44.02
01/17/2019,43.87
01/16/2019,43.67
01/15/2019,43.68
01/14/2019,42.81
01/11/2019,43.93
01/10/2019,43.85
01/09/2019,43.2
01/08/2019,43.38
01/07/2019,43.07
01/04/2019,43.13
01/03/2019,42.35
01/02/2019,42.46
12/31/2018,43.45
12/28/2018,43.18
12/27/2018,43.04
12/26/2018,42.59
12/24/2018,42.02
12/21/2018,43.53
12/20/2018,43.73
12/19/2018,43.63
12/18/2018,44
12/17/2018,43.91
12/14/2018,45.31
12/13/2018,45.55
12/12/2018,45.33
12/11/2018,45.74
12/10/2018,45.65
12/07/2018,45.72
12/06/2018,45.66
12/04/2018,45.54
12/03/2018,45.62
11/30/2018,45.43
11/29/2018,44.28
